bs_id,latitude,longitude,workload,observed_slots,mean_sms-in,mean_sms-out,mean_call-in,mean_call-out,mean_internet
MI_B1321,45.46871793,9.13477029,426.8413426557,8784,23.0739033797,11.7058538325,14.2207868726,40.7842486174,426.8413426557
MI_B1322,45.46871067,9.14078280,784.8191173653,8784,70.7599360345,49.6698315452,44.0406844246,60.2698480781,784.8191173653
MI_B1323,45.46870310,9.14679531,1073.3204230473,8784,65.7057536090,32.1748614556,45.4992653127,47.6738365062,1073.3204230473
MI_B1324,45.46869522,9.15280782,1545.1357210545,8784,102.8390307386,65.5817316155,71.2383964106,80.3264997178,1545.1357210545
MI_B1325,45.46868702,9.15882033,1544.6329944960,8784,114.7416782020,91.8051736452,78.2388190817,92.8546759772,1544.6329944960
MI_B1326,45.46867848,9.16483283,1625.2769539544,8784,113.8308414460,62.4778721313,77.9840120111,90.1333409159,1625.2769539544
MI_B1327,45.46866967,9.17084534,1407.8414314978,8784,108.5933280833,60.8668298973,71.2207448622,82.7397463143,1407.8414314978
MI_B1328,45.46866052,9.17685784,2081.2633968173,8784,149.4068592489,77.5603209972,96.7496270113,123.7214908942,2081.2633968173
MI_B1329,45.46865102,9.18287033,2194.1700896999,8784,145.5889176850,70.8399581505,94.8625139441,113.1259437756,2194.1700896999
MI_B1330,45.46864125,9.18888283,2960.1619090863,8784,206.2716247063,112.5343612628,144.0918338060,143.4807916020,2960.1619090863
MI_B1331,45.46863121,9.19489533,2687.9526827256,8784,199.0567073714,94.8502385688,120.7085927103,137.6252057532,2687.9526827256
MI_B1332,45.46862073,9.20090780,1650.6253596090,8784,122.5527298651,66.6714905381,76.9811799818,91.5254781814,1650.6253596090
MI_B1333,45.46861002,9.20692029,521.8927125488,8784,62.3503506010,36.9203679910,40.4532500835,54.5424727421,521.8927125488
MI_B1334,45.46859895,9.21293277,1979.4997985716,8784,119.4784109139,63.6166124557,80.3867834507,86.5532579761,1979.4997985716
MI_B1335,45.46858762,9.21894525,1487.9778763121,8784,97.9936125093,49.6886776761,65.1896804211,72.5801303285,1487.9778763121
MI_B1336,45.46857590,9.22495772,1149.1866372331,8784,81.8768657039,43.2038132754,52.6561780427,58.4722209398,1149.1866372331
MI_B1337,45.46856392,9.23097019,561.0118033662,8784,50.3449278701,24.4553591013,30.8214068934,37.0363725564,561.0118033662
MI_B1338,45.46855158,9.23698265,422.7198544935,8784,27.4904035990,14.9518839223,18.7298654601,22.5710675004,422.7198544935
MI_B1339,45.46853898,9.24299512,448.2536222771,8784,16.5420508240,8.2275238245,10.0727951421,12.3658863990,448.2536222771
MI_B1340,45.46852602,9.24900757,360.6614549445,8784,14.1151843848,9.5600109587,9.7664790423,10.5098713926,360.6614549445
MI_B1341,45.46851276,9.25502003,253.0711355749,8784,10.2597983904,6.2327530434,7.0482143083,7.5023878335,253.0711355749
MI_B1342,45.46849918,9.26103248,50.0148914909,8784,3.1500646161,1.4132333338,1.8663795334,2.1852518373,50.0148914909
MI_B1343,45.46848528,9.26704492,39.0500986590,8784,2.8158151396,1.0738999532,1.8489848351,1.9481629600,39.0500986590
MI_B1344,45.46847109,9.27305737,40.4097455446,8784,3.0383891147,1.2381970344,2.1262121318,2.1667188442,40.4097455446
MI_B1345,45.46845650,9.27906979,100.8685490730,8784,6.2956650807,2.9236314699,4.8130092485,4.7114791848,100.8685490730
MI_B1346,45.46844168,9.28508223,98.6885362058,8784,5.7381759343,2.5156168772,4.0283838413,4.0485982636,98.6885362058
MI_B1347,45.46842650,9.29109465,56.2599242246,8784,4.5444924702,2.6075541771,3.0673414515,3.1037590666,56.2599242246
MI_B1348,45.46841102,9.29710707,68.9067174392,8784,6.4727148995,3.9555490081,4.4925462382,4.5905400177,68.9067174392
MI_B1349,45.46839525,9.30311950,128.8036727095,8784,7.2749549353,5.9551208276,5.1901685900,5.3727525622,128.8036727095
MI_B1350,45.46837911,9.30913190,162.2647919013,8784,10.0141712286,6.7683745927,5.6069493120,5.7029236341,162.2647919013
MI_B1351,45.47302706,9.01452073,39.7888694127,8784,2.7466114537,1.5721502969,1.6982943347,1.8400673268,39.7888694127
MI_B1352,45.47302613,9.02053372,12.0249806713,8784,0.9162996696,0.4677524689,0.6092394384,0.6460109706,12.0249806713
MI_B1353,45.47302493,9.02654672,7.7899172808,8784,0.6754597400,0.3192460221,0.4549053150,0.4866900767,7.7899172808
MI_B1354,45.47302335,9.03255971,7.3967363881,8784,0.6379390757,0.2998547946,0.4319614962,0.4609254336,7.3967363881
MI_B1355,45.47302147,9.03857269,10.8421451428,8784,1.0231696597,0.4753612934,0.7057347299,0.7407641624,10.8421451428
MI_B1356,45.47301927,9.04458568,23.2089078362,8784,2.8806116417,1.3775385881,1.7278654729,2.0003748236,23.2089078362
MI_B1357,45.47301679,9.05059867,24.6712998913,8784,3.0382744448,1.4253114348,1.8464287791,2.1230624515,24.6712998913
MI_B1358,45.47301392,9.05661165,95.1483004653,8784,5.4578685129,2.6715646521,3.4671359528,3.7234452985,95.1483004653
MI_B1359,45.47301082,9.06262465,150.4934727760,8784,8.3840929060,4.7160209712,5.5926886432,5.5714564772,150.4934727760
MI_B1360,45.47300735,9.06863763,148.8411882872,8784,8.6369438123,4.6806815133,5.9669687261,5.9601489674,148.8411882872
MI_B1361,45.47300361,9.07465062,140.4744347773,8784,7.6386681364,3.5910989590,5.9137756790,6.4395781357,140.4744347773
MI_B1362,45.47299946,9.08066359,148.8657695226,8784,11.7644082010,6.2569841396,9.2413130879,10.1117678909,148.8657695226
MI_B1363,45.47299508,9.08667657,195.8129718903,8784,16.1700978301,8.6798284115,11.9207601060,12.7008439981,195.8129718903
MI_B1364,45.47299038,9.09268956,137.1586893485,8784,11.4622894038,9.5248897007,8.0083732365,8.6657450255,137.1586893485
MI_B1365,45.47298534,9.09870254,51.4577760289,8784,6.5079443665,7.3437274192,4.0123558484,4.7410856188,51.4577760289
MI_B1366,45.47297998,9.10471551,37.5136067311,8784,5.7049942421,6.9507432833,3.3915458400,4.1344934212,37.5136067311
MI_B1367,45.47297434,9.11072849,81.1338713780,8784,9.3315638579,5.4750449755,6.3072879980,7.3157877166,81.1338713780
MI_B1368,45.47296833,9.11674146,94.0602353814,8784,10.6279729753,5.2888570439,7.2209469037,8.3947250077,94.0602353814
MI_B1369,45.47296205,9.12275444,137.6337700198,8784,17.5178699930,6.5255687526,11.3050314478,16.8476598770,137.6337700198
MI_B1370,45.47295539,9.12876740,131.1693730053,6760,6.9034152353,3.2574470584,4.1255199365,14.8753375123,131.1693730053
MI_B1371,45.47294847,9.13478037,329.1272417861,8784,35.5592954293,9.7704129456,21.2446840866,40.6941721629,329.1272417861
MI_B1372,45.47294119,9.14079333,706.1101137541,8784,67.4324847990,27.1981372345,41.4570975879,50.5571839222,706.1101137541
MI_B1373,45.47293365,9.14680630,1016.0100475200,8784,72.7221985716,39.5740532132,52.8850179307,57.0128815608,1016.0100475200
MI_B1374,45.47292575,9.15281925,914.9625937726,8784,61.8808881227,46.5719964127,44.9712995071,48.7857674143,914.9625937726
MI_B1375,45.47291754,9.15883221,1045.6959388634,8784,65.2448788930,50.5193352147,47.9968820054,53.7319062032,1045.6959388634
MI_B1376,45.47290903,9.16484517,1113.6716817309,8784,71.5111202037,41.6395315594,52.0850515904,57.6166367680,1113.6716817309
MI_B1377,45.47290018,9.17085812,1093.7848862195,8784,76.0191785706,46.7553857586,51.0921641174,56.9192033433,1093.7848862195
MI_B1378,45.47289105,9.17687107,803.0130375200,8784,63.6628291836,34.4576139557,39.1817770836,47.7320775196,803.0130375200
MI_B1379,45.47288159,9.18288402,1315.6102981059,8784,87.6621868465,42.3018148133,54.4134139139,72.4916394423,1315.6102981059
MI_B1380,45.47287175,9.18889695,1693.9939277507,8784,142.1461354626,92.3538774864,95.1465515689,122.5427323294,1693.9939277507
MI_B1381,45.47286171,9.19490990,1794.3263268066,8784,129.5435848279,62.8463002219,89.4334979307,126.4900219425,1794.3263268066
MI_B1382,45.47285123,9.20092283,688.1977137145,8784,59.5017684749,30.6786834431,38.3072957612,52.4597763972,688.1977137145
MI_B1383,45.47284055,9.20693577,908.2267993928,8784,87.3805903957,47.6732520025,58.7951295626,68.6237580542,908.2267993928
MI_B1384,45.47282948,9.21294870,2415.4464794555,8784,151.3324331683,87.0512271871,102.9926689095,106.7081660394,2415.4464794555
MI_B1385,45.47281811,9.21896162,1232.2002679750,8784,97.0331213809,59.8452232386,66.1303883689,70.7613300630,1232.2002679750
MI_B1386,45.47280645,9.22497455,796.0487980522,8784,67.7957428483,36.7791459685,43.6044139970,47.4109539557,796.0487980522
MI_B1387,45.47279440,9.23098746,237.3141936610,8784,41.7399438244,17.6063267030,23.0497330909,28.7373449563,237.3141936610
MI_B1388,45.47278211,9.23700038,344.1160925017,8784,34.2427758791,17.1468047153,21.5776883376,24.4059657281,344.1160925017
MI_B1389,45.47276947,9.24301329,278.2254908786,8784,17.7639331096,9.2167508972,10.7084246977,12.2633860379,278.2254908786
MI_B1390,45.47275656,9.24902621,365.0310214723,8784,18.3104630237,10.5099617912,10.7802171627,11.8669615996,365.0310214723
MI_B1391,45.47274325,9.25503910,212.9923107623,8784,8.7829304832,5.3251244753,6.0262561147,6.6758184357,212.9923107623
MI_B1392,45.47272966,9.26105200,72.9172997152,8784,4.1158608570,1.5981883400,2.8668359662,3.1907610078,72.9172997152
MI_B1393,45.47271577,9.26706490,44.4619258021,8784,3.3626478983,1.2865582900,2.1362848766,2.3074823538,44.4619258021
MI_B1394,45.47270155,9.27307779,43.9549636251,8784,3.7658176244,1.4385303141,2.4576375614,2.6209405813,43.9549636251
MI_B1395,45.47268708,9.27909068,99.2541927760,8784,5.8893660340,2.5961716118,4.1438563624,4.2160286071,99.2541927760
MI_B1396,45.47267221,9.28510356,109.8314052782,8784,6.3870563834,2.8073188719,4.4921274673,4.5412426457,109.8314052782
MI_B1397,45.47265703,9.29111643,83.6428848646,8784,7.2244026664,4.0893392927,5.0425637409,5.1694807736,83.6428848646
MI_B1398,45.47264156,9.29712931,69.6211038483,8784,6.5686526390,3.9915465521,4.5469508191,4.6472874261,69.6211038483
MI_B1399,45.47262572,9.30314217,113.6369346953,8784,7.4550509538,5.0025544189,5.2631971440,5.4369302095,113.6369346953
MI_B1400,45.47260963,9.30915503,177.3137707361,8784,8.6512214193,6.3288502127,6.1538463162,6.4480536065,177.3137707361
MI_B1401,45.47725761,9.01452182,46.3403970409,8784,2.9878409505,1.6973692178,1.8440335191,1.9986325013,46.3403970409
MI_B1402,45.47725667,9.02053526,13.9713386587,8784,1.1160911958,0.5943411669,0.7354231374,0.8096501612,13.9713386587
MI_B1403,45.47725545,9.02654870,9.7389018365,8784,0.8843500511,0.4163374956,0.6018831484,0.6401483950,9.7389018365
MI_B1404,45.47725388,9.03256214,17.2644648437,8784,1.7009688215,0.7863927083,1.1725722004,1.2235520574,17.2644648437
MI_B1405,45.47725202,9.03857558,23.6111891612,8784,2.3054822978,1.0648650314,1.5912078249,1.6584038401,23.6111891612
MI_B1406,45.47724988,9.04458903,40.5331577537,8784,3.1028737240,1.4547852905,1.9737364894,2.2119947051,40.5331577537
MI_B1407,45.47724728,9.05060245,27.0951156528,8784,3.0041653249,1.4158483190,1.8204767899,2.0993753253,27.0951156528
MI_B1408,45.47724451,9.05661590,26.8033247407,8784,3.4119154702,2.0584189040,2.0996927427,2.3203076572,26.8033247407
MI_B1409,45.47724138,9.06262933,30.8050004437,8784,4.0721342145,2.8006653007,2.5008976138,2.6833737957,30.8050004437
MI_B1410,45.47723790,9.06864276,30.8864540375,8784,3.8450053365,2.7533546083,2.5001687420,2.6590142077,30.8864540375
MI_B1411,45.47723418,9.07465621,56.6877760309,8784,4.4003148475,2.6310607237,3.0439610036,3.4238790714,56.6877760309
MI_B1412,45.47723004,9.08066963,79.5436314391,8784,5.7673575697,3.0674245049,4.3558820724,5.1033143647,79.5436314391
MI_B1413,45.47722565,9.08668306,206.6931628483,8784,14.2532456134,10.5596781041,9.6810719860,10.2830740776,206.6931628483
MI_B1414,45.47722094,9.09269650,86.2356166308,8784,8.3079074748,8.3569701986,5.5690575533,6.2662768596,86.2356166308
MI_B1415,45.47721587,9.09870992,37.3911678449,8784,5.7346108932,6.9500185724,3.3930557473,4.1413658138,37.3911678449
MI_B1416,45.47721053,9.10472335,36.5313009851,8784,5.6135324096,6.7169800474,3.3216003102,4.0547811073,36.5313009851
MI_B1417,45.47720484,9.11073677,74.2457575222,8784,8.2871203163,4.7701500147,5.5059507354,6.3845136290,74.2457575222
MI_B1418,45.47719887,9.11675020,144.2607601454,8784,15.9696757754,9.8117340856,11.6029775564,12.9855105404,144.2607601454
MI_B1419,45.47719257,9.12276362,157.3171011595,8784,25.7071952123,11.7271253886,14.0025130931,16.7801451243,157.3171011595
MI_B1420,45.47718595,9.12877704,168.5189041617,8784,17.3428579842,7.9765040707,10.2427037675,12.3899343062,168.5189041617
MI_B1421,45.47717903,9.13479046,91.0223859383,8784,10.7146307447,3.7174828318,6.9775323420,12.5529091207,91.0223859383
MI_B1422,45.47717175,9.14080387,1121.3960958829,8784,92.7825180879,45.5085265976,60.2228354520,69.3487463912,1121.3960958829
MI_B1423,45.47716417,9.14681728,1134.7666010850,8784,88.4254824013,49.3150563969,60.1282135086,64.6855074985,1134.7666010850
MI_B1424,45.47715633,9.15283070,576.1305254760,8784,40.4400193701,23.3571708994,30.9016367219,33.8578831829,576.1305254760
MI_B1425,45.47714814,9.15884411,579.1931554434,8784,35.7089517312,21.6680448091,27.7246764139,29.4989511028,579.1931554434
MI_B1426,45.47713954,9.16485750,1364.1683220362,8784,77.4048661895,45.7643713298,60.1714489571,62.7328730795,1364.1683220362
MI_B1427,45.47713075,9.17087091,1462.6737882779,8784,107.2848326926,54.0077479946,74.8193503150,83.6259685410,1462.6737882779
MI_B1428,45.47712157,9.17688430,1094.5003266574,8784,66.9079070646,28.1580456470,41.7144015658,47.5956462550,1094.5003266574
MI_B1429,45.47711211,9.18289770,2004.0622372759,8784,141.1804847544,68.6375135521,83.9121266103,108.0456359456,2004.0622372759
MI_B1430,45.47710234,9.18891110,1574.0822814734,8784,145.6606688604,77.3703023831,95.6825292309,131.7557263000,1574.0822814734
MI_B1431,45.47709222,9.19492448,1534.4564639460,8784,111.1311026973,62.7163754694,76.3408250091,108.4207204133,1534.4564639460
MI_B1432,45.47708179,9.20093787,493.6535127655,8784,50.0960090614,27.6815366059,30.9297450922,41.4684116088,493.6535127655
MI_B1433,45.47707107,9.20695125,1380.8379240263,8784,113.8258387935,49.7390995927,64.2061439927,94.3415131858,1380.8379240263
MI_B1434,45.47705998,9.21296463,1635.7204451927,8784,96.5490138029,48.9371710739,63.6634611202,71.7430712882,1635.7204451927
MI_B1435,45.47704869,9.21897802,1653.5781772001,8784,114.4879348001,60.4558796915,72.3701342815,79.3326369126,1653.5781772001
MI_B1436,45.47703691,9.22499137,1207.5936673579,8784,96.1091134153,60.1882746279,47.7171391466,48.9983657675,1207.5936673579
MI_B1437,45.47702495,9.23100475,650.6381839690,8784,73.9938881311,48.7061866104,30.3201153559,34.5620036874,650.6381839690
MI_B1438,45.47701263,9.23701812,287.4374742021,8784,32.9724904704,20.7168598985,16.4649856881,19.8117159745,287.4374742021
MI_B1439,45.47700001,9.24303148,288.8854593585,8784,26.5996082190,14.0449742297,16.2698215249,18.2855658375,288.8854593585
MI_B1440,45.47698704,9.24904483,319.0955219133,8784,15.1628274157,7.8777823875,10.1017357448,10.6214443714,319.0955219133
MI_B1441,45.47697377,9.25505819,136.2214272846,8784,5.9860876365,2.4154811547,4.4229788069,5.0219412715,136.2214272846
MI_B1442,45.47696020,9.26107154,124.7097038218,8784,6.8522888032,2.8598574511,4.8114598326,5.2889206784,124.7097038218
MI_B1443,45.47694628,9.26708488,118.8224489210,8784,7.7757352577,4.1073652339,5.6076749674,5.7756332995,118.8224489210
MI_B1444,45.47693208,9.27309822,115.0124021642,8784,7.8939531306,3.7326430178,5.8392938594,6.0604368542,115.0124021642
MI_B1445,45.47691752,9.27911156,94.4928281275,8784,6.6907856321,3.0509730457,5.0412894282,5.3131778067,94.4928281275
MI_B1446,45.47690265,9.28512488,81.5082859435,8784,5.9408304213,2.9906231101,4.2226105617,4.5699921166,81.5082859435
MI_B1447,45.47688752,9.29113822,130.9172393731,8784,7.5721676903,5.0039788442,5.0396192186,5.7391944803,130.9172393731
MI_B1448,45.47687204,9.29715154,118.0662396270,8784,7.0016907040,4.8862902171,4.7019030756,5.3691003699,118.0662396270
MI_B1449,45.47685624,9.30316485,187.2134909574,8784,9.8343329278,5.4994324250,7.0795699691,7.6269009444,187.2134909574
MI_B1450,45.47684010,9.30917816,228.2578078232,8784,11.5912231557,5.8657487355,8.5596370162,8.9881200484,228.2578078232
MI_B1451,45.48148814,9.01452290,98.0356293224,8784,5.0204956606,2.6519011490,3.0869073471,3.3264059690,98.0356293224
MI_B1452,45.48148720,9.02053679,46.5021004134,8784,3.5524467592,1.8299695747,2.4309568837,2.6796840721,46.5021004134
MI_B1453,45.48148601,9.02655069,25.0451829886,8784,2.5069861373,1.1931095036,1.7568402006,1.8762940748,25.0451829886
MI_B1454,45.48148443,9.03256458,22.8047359190,8784,2.2900795153,1.0595633799,1.5779022474,1.6443448470,22.8047359190
MI_B1455,45.48148256,9.03857847,35.9091761236,8784,2.6445492464,1.2107295024,1.8455892693,1.9320020013,35.9091761236
MI_B1456,45.48148034,9.04459235,49.6539152435,8784,3.1922602842,1.5252611093,2.1887436818,2.5050958020,49.6539152435
MI_B1457,45.48147790,9.05060625,39.2014149494,8784,3.6951451797,1.8661778123,2.3179099992,3.4367701084,39.2014149494
MI_B1458,45.48147503,9.05662013,40.6278935382,8784,4.3887852285,2.7633336860,2.6229364312,4.1941596116,40.6278935382
MI_B1459,45.48147187,9.06263401,40.4975381584,8784,4.4791210878,2.9076015121,2.6935879002,3.8206697829,40.4975381584
MI_B1460,45.48146846,9.06864790,32.2911070452,8784,4.3510102245,2.7835665464,2.8226229616,3.0255184111,32.2911070452
MI_B1461,45.48146467,9.07466178,26.2925638137,8784,3.0180350527,1.5412246713,2.0508784310,2.4911307221,26.2925638137
MI_B1462,45.48146061,9.08067567,33.3720084067,8784,2.7996240534,1.2023143869,1.9789015621,2.5029938924,33.3720084067
MI_B1463,45.48145619,9.08668955,41.4552582397,8784,5.6047471505,4.6919766900,3.9539157259,4.5461979241,41.4552582397
MI_B1464,45.48145142,9.09270342,42.0056764359,8784,6.3663487882,7.2951225345,4.5369661819,5.2543063189,42.0056764359
MI_B1465,45.48144645,9.09871731,33.3796322077,8784,5.1433009319,5.5805538471,3.2783467639,3.9166301867,33.3796322077
MI_B1466,45.48144105,9.10473118,20.0745053151,8784,3.2815418130,2.2611981673,1.9531281016,2.3930015396,20.0745053151
MI_B1467,45.48143541,9.11074506,24.4546854502,8784,3.5223287521,1.8832589212,2.2426055862,2.6704328401,24.4546854502
MI_B1468,45.48142939,9.11675893,72.3057302388,8784,7.8481268057,5.2936803257,5.3410460554,6.1047494420,72.3057302388
MI_B1469,45.48142309,9.12277280,40.1532219370,8784,5.5500544284,5.6579200769,3.2584889331,3.9735108032,40.1532219370
MI_B1470,45.48141651,9.12878668,57.2940636253,8784,7.9250913826,6.1547173797,5.1350409320,5.9803798271,57.2940636253
MI_B1471,45.48140952,9.13480054,71.8085743845,8784,8.4026227533,4.0380945511,5.7995094434,7.0367409281,71.8085743845
MI_B1472,45.48140231,9.14081441,512.2413967291,8784,37.6710382835,19.3596238011,24.2697228446,28.0098686310,512.2413967291
MI_B1473,45.48139470,9.14682826,836.2944990337,8784,59.1855848082,29.1262434029,40.0100394194,45.0168468625,836.2944990337
MI_B1474,45.48138682,9.15284213,551.8885144128,8784,42.3384285375,22.3991948658,30.5305526836,33.9936310611,551.8885144128
MI_B1475,45.48137857,9.15885597,923.3284970947,8784,61.9146290700,34.0525458893,43.3175692268,48.3015755960,923.3284970947
MI_B1476,45.48137011,9.16486984,1467.9264910086,8784,95.0416973112,49.1835567136,67.7422810929,73.2074264106,1467.9264910086
MI_B1477,45.48136124,9.17088369,2095.2439187871,8784,134.0246614041,56.2395908189,98.8061516282,106.0318683814,2095.2439187871
MI_B1478,45.48135213,9.17689755,2204.5922690646,8784,127.2095780719,44.7010368142,93.9627127668,112.4154506958,2204.5922690646
MI_B1479,45.48134265,9.18291139,2765.7598846296,8784,161.3298987845,70.6206175529,112.5247622393,121.2190109091,2765.7598846296
MI_B1480,45.48133285,9.18892523,1978.3430039735,8784,133.0426713435,62.9154249721,90.4750334199,105.4662824673,1978.3430039735
MI_B1481,45.48132274,9.19493907,1761.2785825559,8784,127.3542765479,53.4282953296,103.6703344358,115.0992221413,1761.2785825559
MI_B1482,45.48131229,9.20095290,1620.7413888666,8784,121.5995508210,51.2239625055,79.6110298114,93.2962560322,1620.7413888666
MI_B1483,45.48130159,9.20696674,2010.7947457316,8784,144.3669598566,75.1504785519,80.1756917432,110.4103234951,2010.7947457316
MI_B1484,45.48129055,9.21298057,2176.8193804832,8784,142.2341937886,71.3434269239,86.6999898597,102.0737992962,2176.8193804832
MI_B1485,45.48127913,9.21899439,1497.4913050352,8784,109.6229912530,54.2685253360,70.2564215710,77.7001460787,1497.4913050352
MI_B1486,45.48126747,9.22500822,1235.7832782245,8784,89.0356089026,48.9265540749,46.8760553569,50.5302698814,1235.7832782245
MI_B1487,45.48125547,9.23102204,681.6681391826,8784,71.0438180881,59.2263466797,32.7099411105,39.7917806372,681.6681391826
MI_B1488,45.48124312,9.23703585,453.5483324545,8784,41.0860396891,41.4702819474,21.5534392977,28.4165122411,453.5483324545
MI_B1489,45.48123056,9.24304968,561.7677757356,8784,43.7547371519,27.8605931080,29.1393119492,32.1338397328,561.7677757356
MI_B1490,45.48121753,9.24906347,275.6343760971,8784,11.8402786287,5.6552976764,9.2019009984,9.9061998011,275.6343760971
MI_B1491,45.48120428,9.25507728,161.8968408256,8784,7.2109701382,3.2795856253,5.5985345404,6.3350369795,161.8968408256
MI_B1492,45.48119072,9.26109108,100.1612228671,8784,6.2114976869,2.7893924655,4.4628177513,4.8888223711,100.1612228671
MI_B1493,45.48117678,9.26710487,106.3135865442,8784,6.6125808577,3.1450836295,4.7680903219,6.3830202541,106.3135865442
MI_B1494,45.48116259,9.27311866,95.9692010179,8784,5.8143592173,2.7835713146,4.1996727341,6.8934375509,95.9692010179
MI_B1495,45.48114803,9.27913244,37.2026951777,8784,4.3978654324,1.9481480878,3.3534706929,4.0763751595,37.2026951777
MI_B1496,45.48113317,9.28514622,42.5702148438,8784,5.3542486514,3.1217540125,4.0681332157,4.8751887436,42.5702148438
MI_B1497,45.48111797,9.29115999,82.6161863696,8784,5.4093690481,4.1292296869,3.7975961315,4.5193817986,82.6161863696
MI_B1498,45.48110254,9.29717378,131.8331905462,8784,7.0091205345,5.3844869345,4.8158926776,5.5994576729,131.8331905462
MI_B1499,45.48108671,9.30318754,141.4149466912,8784,7.5129653670,5.2909663624,5.3776028523,6.0699947733,141.4149466912
MI_B1500,45.48107059,9.30920130,197.5845122497,8784,10.5995519841,5.1036890768,8.6329256998,8.8470755743,197.5845122497
MI_B1501,45.48571870,9.01452399,114.6605022603,8784,6.7847939325,3.2799794605,4.3905909913,4.7028307853,114.6605022603
MI_B1502,45.48571780,9.02053834,77.5431176372,8784,5.5419736338,2.5690971168,3.6198373461,3.9796911295,77.5431176372
MI_B1503,45.48571653,9.02655267,38.4275493194,8784,3.9705234442,1.8812543682,2.9314182481,3.2754554990,38.4275493194
MI_B1504,45.48571499,9.03256702,32.7859364916,8784,3.2376840617,1.4746819290,2.3522896871,2.5522117540,32.7859364916
MI_B1505,45.48571310,9.03858135,47.2839312512,8784,2.9385386913,1.3359859287,2.0696467006,2.1735255307,47.2839312512
MI_B1506,45.48571092,9.04459569,53.4913095599,8784,3.8887790858,2.2850732899,2.9450767750,3.5149226509,53.4913095599
MI_B1507,45.48570842,9.05061003,37.5854654429,8784,4.4363335561,2.3745207672,2.9141479876,4.6867694239,37.5854654429
MI_B1508,45.48570562,9.05662437,39.3009166070,8784,4.8588167917,2.5378059809,3.2111104929,5.3941167572,39.3009166070
MI_B1509,45.48570243,9.06263870,52.1250176144,8784,5.8837121100,3.0160868527,4.3349756361,5.5836228006,52.1250176144
MI_B1510,45.48569900,9.06865304,49.2759938141,8784,4.9975539784,2.4904498767,3.7023829610,4.2468230257,49.2759938141
MI_B1511,45.48569523,9.07466738,19.1653948857,8784,2.1630280431,0.9391448220,1.4615374878,1.7532316952,19.1653948857
MI_B1512,45.48569114,9.08068171,16.6259954915,8784,2.1704954852,0.9334586919,1.4677479932,1.7982207298,16.6259954915
MI_B1513,45.48568673,9.08669604,18.5058139509,8784,2.7808365475,1.2680691714,1.9748087265,2.3367331797,18.5058139509
MI_B1514,45.48568200,9.09271037,23.7907554013,8784,3.6868663224,2.4222730017,2.7901552443,3.2092155198,23.7907554013
MI_B1515,45.48567693,9.09872469,18.7950645108,8784,3.0672640478,1.7224304829,1.9833593871,2.3760175183,18.7950645108
MI_B1516,45.48567162,9.10473903,17.4841882732,8784,2.8644233706,1.5730977846,1.7343279772,2.1153358637,17.4841882732
MI_B1517,45.48566592,9.11075335,26.6334983315,8784,3.8249203657,2.1086571733,2.5866167493,3.0139456977,26.6334983315
MI_B1518,45.48565997,9.11676768,53.3111927041,8784,8.4721060850,5.5347113988,6.2061136079,7.0345795819,53.3111927041
MI_B1519,45.48565363,9.12278199,100.1248439940,8784,15.4739921747,8.7470426331,10.6394964402,11.7120545946,100.1248439940
MI_B1520,45.48564702,9.12879631,115.6395394149,8784,18.0489527794,9.3537701815,12.3438135911,13.4665842420,115.6395394149
MI_B1521,45.48564010,9.13481063,105.4631399507,8784,12.0087187399,6.0889368359,8.0541206085,9.1751372551,105.4631399507
MI_B1522,45.48563279,9.14082494,394.4363294748,8784,23.8619806064,10.7360886614,17.5886326898,19.3965014085,394.4363294748
MI_B1523,45.48562527,9.14683926,650.5313262233,8784,40.2778810855,19.0943570578,31.3625608075,33.5533467882,650.5313262233
MI_B1524,45.48561736,9.15285357,874.2584552062,8784,56.7149115980,28.3565807331,43.7417246903,47.0996967497,874.2584552062
MI_B1525,45.48560919,9.15886788,1409.4112394804,8784,95.1764339907,45.9261196278,66.1266534904,71.2354827967,1409.4112394804
MI_B1526,45.48560062,9.16488218,1319.1009958873,8784,98.6742288132,48.8805531185,72.9916789373,75.6820670348,1319.1009958873
MI_B1527,45.48559183,9.17089649,808.6288561811,8784,56.4212220845,27.3529231725,43.0875432680,43.3724583012,808.6288561811
MI_B1528,45.48558262,9.17691078,747.9429612884,8784,43.8392879263,24.7322793276,34.0997834572,42.1224829788,747.9429612884
MI_B1529,45.48557314,9.18292507,1959.7983727673,8784,147.1811353459,76.5491644878,95.0787998976,114.8155828134,1959.7983727673
MI_B1530,45.48556338,9.18893937,1481.5588158507,8784,128.8804832064,65.3204894249,90.6522095290,96.5270236883,1481.5588158507
MI_B1531,45.48555326,9.19495366,1210.2036607158,8784,107.0581671421,50.0310881609,77.3825940085,86.5033349469,1210.2036607158
MI_B1532,45.48554286,9.20096795,2557.4970048796,8784,235.0142279114,100.7893518203,146.7246153503,179.5216594832,2557.4970048796
MI_B1533,45.48553210,9.20698223,2530.9998908129,8784,234.9362424702,120.2648455162,134.4982303563,174.4678926498,2530.9998908129
MI_B1534,45.48552102,9.21299651,2030.4100215707,8784,158.5624424579,84.0642941162,97.7507414587,114.5743651896,2030.4100215707
MI_B1535,45.48550969,9.21901079,2002.2050594459,8784,155.6404486151,67.6979200519,99.9693435431,116.3592849707,2002.2050594459
MI_B1536,45.48549795,9.22502506,948.9133014559,8784,103.4352288121,46.3759940632,68.4965238180,83.5782034118,948.9133014559
